Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Ryan Brehm,308.1,53.6,73.6,1.679,1,19,51,1,0,-20
,2,Max McGreevy,279.0,58.9,73.6,1.717,0,20,46,6,0,-14
,T3,Brandon Wu,275.5,53.6,73.6,1.717,1,17,48,6,0,-13
,T3,Tommy Gainey,282.0,62.5,68.1,1.694,1,17,48,6,0,-13
,T5,Callum Tarren,294.1,50.0,66.7,1.708,1,17,47,7,0,-12
,T5,Chad Ramey,277.3,76.8,75.0,1.685,1,19,43,9,0,-12
,T7,Cameron Percy,281.4,53.6,68.1,1.694,0,20,43,9,0,-11
,T7,Nate Lashley,284.4,69.6,76.4,1.782,0,17,51,3,0,-11
,T7,Vaughn Taylor,269.8,57.1,69.4,1.68,0,19,45,8,0,-11
,T7,Kevin Yu,297.6,67.9,69.4,1.7,2,15,47,8,0,-11
,T7,Jim Herman,276.5,69.6,75.0,1.704,0,21,44,5,1,-11
,T7,Mark Hensby,286.9,62.5,65.3,1.681,1,14,52,5,0,-11
,T7,Matthias Schwab,277.6,48.2,68.1,1.653,1,17,47,6,1,-11
,T7,Brice Garnett,284.0,69.6,77.8,1.821,0,15,53,4,0,-11
,T7,Chris Gotterup,309.8,53.6,66.7,1.771,0,19,46,6,1,-11
,T16,David Lingmerth,271.0,66.1,75.0,1.778,1,16,48,6,1,-10
,T16,Chan Kim,293.4,57.1,68.1,1.714,0,18,46,8,0,-10
,T16,Kyle Stanley,278.4,67.9,66.7,1.792,0,15,52,5,0,-10
,T16,Ben Kohles,278.5,51.8,65.3,1.681,0,17,48,7,0,-10
,T16,Spencer Ralston,274.3,62.5,65.3,1.745,1,17,46,7,1,-10
,T16,Michael Kim,290.4,53.6,69.4,1.72,0,19,45,7,1,-10
,T22,Ricky Barnes,270.6,48.2,61.1,1.614,0,18,45,9,0,-9
,T22,Josh Teater,283.6,64.3,73.6,1.717,0,17,47,8,0,-9
,T22,Patrick Flavin,289.5,55.4,68.1,1.673,0,19,44,8,1,-9
,T22,Sung Kang,290.6,58.9,80.6,1.776,1,18,43,9,1,-9
,T22,Brian Stuard,264.8,67.9,69.4,1.72,0,15,51,6,0,-9
,T22,Andrew Novak,290.0,51.8,62.5,1.711,0,17,47,8,0,-9
,T28,Nick Hardy,291.5,51.8,73.6,1.811,0,17,46,9,0,-8
,T28,Joseph Bramlett,299.6,51.8,63.9,1.783,0,15,50,7,0,-8
,T28,Jared Wolfe,304.1,64.3,70.8,1.804,0,19,42,11,0,-8
,T28,Kurt Kitayama,293.6,39.3,65.3,1.574,0,22,38,10,2,-8
,T28,Richy Werenski,281.5,55.4,66.7,1.688,0,17,46,9,0,-8
,T28,Aaron Baddeley,277.1,50.0,61.1,1.682,1,15,47,9,0,-8
,T28,Kiradech Aphibarnrat,272.8,55.4,63.9,1.761,1,14,50,6,1,-8
,T35,Tyler Duncan,280.0,62.5,69.4,1.72,1,16,45,9,1,-7
,T35,Satoshi Kodaira,270.1,62.5,75.0,1.741,0,17,46,8,1,-7
,T35,Justin Lower,286.4,51.8,76.4,1.818,0,16,47,9,0,-7
,T38,Mark Hubbard,278.9,55.4,65.3,1.723,0,18,43,10,1,-6
,T38,Rafa Cabrera Bello,278.5,57.1,62.5,1.778,1,14,48,8,1,-6
,T38,Peter Uihlein,295.6,35.7,70.8,1.745,0,16,46,10,0,-6
,T41,Scott Gutschewski,279.9,44.6,72.2,1.769,0,15,47,10,0,-5
,T41,Seth Reeves,297.9,60.7,70.8,1.745,1,16,45,7,3,-5
,T41,Michael Gligic,287.4,51.8,66.7,1.75,0,16,45,11,0,-5
,T41,Jim Knous,286.1,55.4,72.2,1.731,0,17,46,7,1,-5
,T41,Greg Chalmers,279.8,42.9,73.6,1.755,0,17,43,12,0,-5
,T41,Bill Haas,284.6,50.0,62.5,1.756,0,18,41,13,0,-5
,T41,Dawie van der Walt,275.1,58.9,73.6,1.755,1,17,41,12,1,-5
,T41,Chase Seiffert,269.6,55.4,72.2,1.846,0,15,48,8,1,-5
,T41,Scott Brown,273.4,55.4,66.7,1.688,0,19,40,12,1,-5
,T50,Curtis Thompson,294.6,58.9,75.0,1.852,0,12,52,8,0,-4
,T50,Brett Drewitt,284.4,44.6,59.7,1.744,1,13,49,8,0,-4
,T50,Fabián Gómez,276.8,58.9,72.2,1.827,0,13,50,9,0,-4
,T50,Kelly Kraft,269.1,53.6,68.1,1.755,0,15,46,11,0,-4
,T50,Sangmoon Bae,293.6,62.5,66.7,1.688,1,15,43,13,0,-4
,T55,Victor Perez,279.3,35.7,66.7,1.729,0,17,41,14,0,-3
,T55,D.A. Points,261.8,60.7,61.1,1.75,0,14,49,8,0,-3
,T55,S.Y. Noh,286.4,57.1,76.4,1.8,0,13,50,8,1,-3
,T55,Austin Smotherman,284.0,60.7,68.1,1.796,0,12,51,9,0,-3
,T59,D.J. Trahan,275.1,51.8,66.7,1.75,0,13,48,11,0,-2
,T59,Rafael Campos,282.5,44.6,54.2,1.615,1,15,43,11,2,-2
,T61,Austin Cook,265.1,64.3,52.8,1.789,1,10,50,11,0,-1
,T61,Brian Davis,255.1,73.2,58.3,1.714,0,13,47,12,0,-1
,T61,Chesson Hadley,278.8,51.8,56.9,1.683,0,18,41,10,2,-1
,T61,Richard S. Johnson,266.9,58.9,68.1,1.816,0,12,49,11,0,-1
,T61,Derek Ernst,284.0,46.4,68.1,1.673,0,18,41,10,2,-1
,T66,Robert Garrigus,294.3,64.3,65.3,1.745,0,14,45,12,1,E
,T66,Bo Hoag,280.9,51.8,63.9,1.717,1,15,40,15,1,E
,68,Trevor Werbylo,288.0,53.6,65.3,1.936,1,12,46,11,2,+1
,69,Bryson Nimmer,276.8,57.1,65.3,1.83,1,9,49,13,0,+2
,70,Matt Every,272.9,42.9,62.5,1.778,0,11,47,11,3,+6
