Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Collin Morikawa,324.3,36.5,73.6,1.604,0,24,40,6,2,-14
,T2,Eric Cole,321.3,55.8,66.7,1.625,0,20,41,10,1,-8
,T2,Beau Hossler,308.9,57.7,70.8,1.706,0,17,46,9,0,-8
,T4,Robby Shelton,313.6,51.9,69.4,1.72,0,18,44,9,1,-7
,T4,Ryo Ishikawa,309.6,46.2,65.3,1.638,0,20,41,9,2,-7
,T6,Min Woo Lee,347.1,57.7,66.7,1.708,3,10,50,8,1,-6
,T6,Kensei Hirata,307.3,57.7,73.6,1.717,0,18,43,10,1,-6
,T6,Ryo Hisatsune,320.5,63.5,69.4,1.78,0,13,52,7,0,-6
,T6,J.J. Spaun,301.5,50.0,68.1,1.735,0,15,49,7,1,-6
,T10,Emiliano Grillo,315.4,50.0,68.1,1.735,0,17,43,12,0,-5
,T10,Justin Suh,328.0,59.6,61.1,1.591,0,19,40,12,1,-5
,T12,Sungjae Im,326.3,61.5,68.1,1.735,0,16,45,10,1,-4
,T12,Cam Davis,312.6,44.2,65.3,1.83,0,10,56,6,0,-4
,T12,Satoshi Kodaira,305.3,63.5,75.0,1.815,0,13,51,7,1,-4
,15,Matt NeSmith,319.3,55.8,72.2,1.75,0,15,46,10,1,-3
,T16,Taylor Montgomery,317.8,44.2,66.7,1.729,0,17,43,10,1,-2
,T16,Yuki Inamori,264.4,73.1,63.9,1.674,0,18,39,14,1,-2
,T16,Kurt Kitayama,333.4,42.3,56.9,1.659,0,16,45,8,3,-2
,T19,Keegan Bradley,333.0,50.0,68.1,1.755,0,14,45,13,0,-1
,T19,Sahith Theegala,323.4,32.7,62.5,1.844,0,13,47,12,0,-1
,T21,Ryutaro Nagano,319.5,57.7,59.7,1.674,0,15,44,12,0,E
,T21,Aaron Rai,301.4,55.8,66.7,1.813,0,12,48,12,0,E
,T21,Aaron Baddeley,290.4,48.1,61.1,1.727,0,13,48,9,2,E
,T21,Will Gordon,325.0,50.0,76.4,1.818,0,13,48,9,2,E
,T21,Lee Hodges,309.9,53.9,63.9,1.739,0,14,45,12,1,E
,T21,Nick Taylor,304.9,48.1,66.7,1.813,0,11,51,9,1,E
,T21,Taylor Moore,333.5,48.1,61.1,1.705,0,18,37,16,1,E
,T21,Akshay Bhatia,320.9,51.9,69.4,1.78,0,13,47,11,1,E
,T21,Keith Mitchell,334.0,53.9,65.3,1.83,0,14,46,10,2,E
,T21,Harry Hall,307.3,48.1,62.5,1.689,0,16,41,14,1,E
,T31,Mark Hubbard,307.1,51.9,63.9,1.739,0,15,44,10,3,+1
,T31,Davis Riley,325.9,51.9,59.7,1.744,0,14,45,11,2,+1
,T31,Young-han Song,303.6,50.0,63.9,1.804,0,12,47,13,0,+1
,T31,Takumi Kanaya,279.0,40.4,62.5,1.778,0,14,44,13,1,+1
,T31,Nicolai Højgaard,329.0,53.9,63.9,1.761,0,12,48,11,1,+1
,T31,Callum Tarren,320.5,36.5,52.8,1.632,0,15,43,12,2,+1
,T31,Mikumu Horikawa,271.1,63.5,55.6,1.65,0,18,36,17,1,+1
,T38,Vincent Norrman,328.6,46.2,56.9,1.78,0,10,52,8,2,+2
,T38,Zac Blair,291.8,63.5,66.7,1.813,0,11,48,13,0,+2
,T38,Xander Schauffele,319.1,50.0,66.7,1.854,0,12,48,10,2,+2
,T41,Adam Svensson,323.0,51.9,54.2,1.744,1,11,46,12,2,+3
,T41,K.H. Lee,298.4,44.2,70.8,1.824,0,12,46,13,1,+3
,T41,Nick Hardy,324.3,32.7,54.2,1.846,0,7,55,10,0,+3
,T41,Adam Scott,309.9,36.5,62.5,1.733,0,14,45,9,4,+3
,T41,Michael Kim,312.6,46.2,63.9,1.848,1,8,51,11,1,+3
,T41,Nate Lashley,307.6,32.7,59.7,1.698,0,15,42,12,3,+3
,T41,Justin Lower,303.4,48.1,62.5,1.756,0,13,45,12,2,+3
,T48,Alex Noren,309.5,46.2,68.1,1.878,0,8,54,8,2,+4
,T48,Mackenzie Hughes,304.9,42.3,59.7,1.744,0,14,41,16,1,+4
,T48,Tom Hoge,302.8,32.7,61.1,1.773,0,13,45,12,1,+4
,T51,Thomas Detry,312.8,40.4,63.9,1.935,0,8,51,13,0,+5
,T51,Adam Schenk,302.0,48.1,62.5,1.911,0,8,51,13,0,+5
,T51,Keita Nakajima,326.6,40.4,61.1,1.75,0,13,45,11,2,+5
,T51,Brandon Wu,313.6,46.2,63.9,1.717,0,14,41,15,2,+5
,T51,Hideki Matsuyama,312.5,32.7,62.5,1.822,1,8,50,11,2,+5
,T51,Andrew Novak,321.8,53.9,56.9,1.805,0,12,43,17,0,+5
,T51,S.H. Kim,329.1,53.9,55.6,1.85,1,10,45,15,1,+5
,T51,David Lipsky,302.3,38.5,65.3,1.83,0,12,45,13,2,+5
,T59,Sam Stevens,321.6,36.5,52.8,1.789,0,12,44,14,2,+6
,T59,Dylan Wu,303.1,50.0,66.7,1.938,0,6,54,12,0,+6
,T59,Kevin Yu,316.8,42.3,61.1,1.818,0,11,46,13,2,+6
,T59,Joel Dahmen,312.9,61.5,70.8,1.98,0,7,52,13,0,+6
,T59,Cameron Champ,320.3,48.1,61.1,1.841,0,11,46,13,2,+6
,T64,Kaito Onishi,316.8,42.3,58.3,1.643,1,15,36,16,4,+7
,T64,Ben Griffin,309.5,65.4,52.8,1.842,0,7,52,12,1,+7
,T64,Rickie Fowler,314.5,46.2,68.1,1.939,0,9,48,14,1,+7
,T64,Sam Ryder,298.5,51.9,65.3,1.851,0,10,47,13,2,+7
,T68,Trevor Werbylo,330.0,30.8,62.5,1.956,0,8,49,14,1,+8
,T68,Shugo Imahira,309.8,42.3,59.7,1.884,0,7,50,15,0,+8
,T68,Austin Eckroat,315.6,46.2,56.9,1.854,0,7,50,15,0,+8
,T68,Matt Wallace,319.4,44.2,63.9,1.978,0,5,55,11,1,+8
,72,Hayden Buckley,317.3,50.0,66.7,1.771,1,11,43,12,5,+9
,T73,Taiga Semikawa,312.0,57.7,62.5,1.822,1,10,44,14,2,+10
,T73,Aguri Iwasaki,319.1,40.4,61.1,1.841,0,8,48,14,2,+10
,T73,David Lingmerth,290.4,55.8,45.8,1.788,0,9,47,13,3,+10
,76,Tyson Alexander,305.6,36.5,55.6,1.85,0,8,47,15,2,+11
,77,Ben Taylor,317.9,42.3,52.8,1.921,0,8,38,24,2,+20
