Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Nick Taylor,293.8,64.3,81.9,1.678,0,24,45,3,0,-21
,2,Charley Hoffman,298.1,66.1,81.9,1.61,1,25,40,6,0,-21
,T3,Sam Burns,306.0,67.9,80.6,1.724,1,19,49,3,0,-18
,T3,Scottie Scheffler,293.5,60.7,84.7,1.689,0,25,40,7,0,-18
,5,Sahith Theegala,299.0,58.9,77.8,1.732,0,22,45,5,0,-17
,T6,Jordan Spieth,299.6,62.5,73.6,1.66,1,19,45,7,0,-14
,T6,Maverick McNealy,301.1,58.9,75.0,1.722,1,19,45,7,0,-14
,T8,Adam Scott,301.3,62.5,80.6,1.776,1,16,50,5,0,-13
,T8,Kurt Kitayama,305.0,53.6,70.8,1.784,1,14,54,3,0,-13
,T8,Cameron Young,299.3,62.5,75.0,1.722,0,21,44,6,1,-13
,T8,Andrew Novak,299.8,55.4,80.6,1.707,2,17,45,8,0,-13
,T12,Si Woo Kim,288.9,75.0,77.8,1.714,1,17,47,7,0,-12
,T12,Justin Thomas,294.4,51.8,70.8,1.706,0,19,46,7,0,-12
,T12,Doug Ghim,289.9,71.4,80.6,1.759,1,16,49,6,0,-12
,T15,Davis Thompson,304.9,53.6,77.8,1.679,0,22,40,9,1,-11
,T15,Matt Fitzpatrick,297.5,67.9,75.0,1.796,0,19,46,6,1,-11
,T17,Adam Schenk,299.9,57.1,70.8,1.725,1,18,43,10,0,-10
,T17,Tom Hoge,284.1,55.4,72.2,1.75,0,18,46,8,0,-10
,T17,Tom Kim,285.0,48.2,63.9,1.783,1,17,45,9,0,-10
,T17,Keith Mitchell,304.1,57.1,76.4,1.782,1,17,45,9,0,-10
,T17,Harris English,292.9,69.6,76.4,1.8,2,12,52,6,0,-10
,T22,Emiliano Grillo,285.3,64.3,81.9,1.78,0,17,47,8,0,-9
,T22,Brendon Todd,276.6,66.1,68.1,1.714,1,16,47,7,1,-9
,T22,Denny McCarthy,284.9,58.9,69.4,1.7,1,16,47,7,1,-9
,T22,Justin Suh,292.8,60.7,79.2,1.807,0,19,43,10,0,-9
,T22,Hideki Matsuyama,295.0,55.4,69.4,1.7,2,16,45,7,2,-9
,T22,Jhonattan Vegas,303.3,64.3,79.2,1.807,1,14,50,7,0,-9
,T28,Corey Conners,292.5,73.2,72.2,1.75,0,19,43,9,1,-8
,T28,Aaron Baddeley,277.5,57.1,70.8,1.745,0,16,49,6,1,-8
,T28,Christiaan Bezuidenhout,286.4,51.8,69.4,1.66,1,18,42,10,1,-8
,T28,Jim Knous,291.5,57.1,69.4,1.84,0,14,52,6,0,-8
,T28,Thomas Detry,302.5,62.5,69.4,1.7,0,19,42,11,0,-8
,T28,Ben Griffin,290.8,62.5,70.8,1.784,0,14,52,6,0,-8
,T28,Jake Knapp,304.1,46.4,73.6,1.755,0,16,50,5,0,-8
,T28,Daniel Berger,289.6,67.9,76.4,1.727,1,16,45,10,0,-8
,T28,Hayden Buckley,285.3,62.5,62.5,1.711,0,18,45,8,1,-8
,T28,S.H. Kim,297.3,58.9,69.4,1.84,1,18,41,12,0,-8
,T28,Sam Stevens,304.0,60.7,75.0,1.778,0,18,45,8,1,-8
,T39,Taylor Moore,299.8,51.8,75.0,1.833,0,15,50,6,1,-7
,T39,Taylor Montgomery,299.3,51.8,70.8,1.765,0,17,47,6,2,-7
,T41,Sami Välimäki,293.9,57.1,77.8,1.786,1,17,45,6,2,-6
,T41,Carson Young,289.5,53.6,79.2,1.842,1,15,46,9,1,-6
,T41,Beau Hossler,294.6,66.1,76.4,1.818,0,16,47,8,1,-6
,T41,Ryan Fox,301.9,44.6,70.8,1.725,1,17,44,8,1,-6
,T41,Joel Dahmen,280.8,71.4,70.8,1.824,0,14,50,8,0,-6
,T41,Harry Hall,296.8,46.4,65.3,1.787,2,17,38,15,0,-6
,T41,Billy Horschel,288.5,60.7,77.8,1.804,1,13,50,7,1,-6
,T41,Wyndham Clark,310.5,42.9,65.3,1.809,3,10,50,8,1,-6
,T49,Kevin Chappell,298.4,46.4,62.5,1.756,0,15,47,10,0,-5
,T49,Zac Blair,271.6,69.6,69.4,1.82,0,11,55,6,0,-5
,T49,Eric Cole,291.4,57.1,65.3,1.787,0,16,45,11,0,-5
,T49,Garrick Higgo,293.8,53.6,63.9,1.739,0,19,40,12,1,-5
,T53,Justin Lower,291.0,50.0,77.8,1.893,0,15,46,11,0,-4
,T53,Matt Wallace,298.4,53.6,66.7,1.771,1,16,41,14,0,-4
,T53,Mark Hubbard,290.5,60.7,65.3,1.702,0,18,41,12,1,-4
,T53,Tyson Alexander,293.8,60.7,75.0,1.833,0,15,48,7,2,-4
,T53,Martin Laird,292.1,62.5,68.1,1.776,1,13,48,9,1,-4
,T53,Alex Noren,285.5,71.4,65.3,1.894,0,14,48,10,0,-4
,T53,Tyler Duncan,293.4,67.9,76.4,1.836,0,15,46,11,0,-4
,T60,Zach Johnson,278.4,53.6,69.4,1.84,0,11,53,8,0,-3
,T60,Brian Harman,287.5,69.6,59.7,1.744,0,15,46,10,1,-3
,T60,Adrien Dumont de Chassart,301.0,67.9,69.4,1.84,1,11,50,10,0,-3
,T60,Robby Shelton,283.1,51.8,66.7,1.833,0,13,49,10,0,-3
,T60,Shane Lowry,288.5,67.9,65.3,1.702,0,17,41,14,0,-3
,65,Bud Cauley,282.6,58.9,79.2,1.877,0,10,56,5,0,-2
,T66,Sungjae Im,293.6,53.6,61.1,1.864,1,9,52,10,0,-1
,T66,Séamus Power,300.4,51.8,70.8,1.882,0,12,49,11,0,-1
,T66,Byeong Hun An,305.6,48.2,73.6,1.774,0,18,37,17,0,-1
,T66,Jesse Mueller,279.4,57.1,72.2,1.788,0,12,50,9,1,-1
,T66,Nick Hardy,299.4,60.7,66.7,1.813,0,13,49,9,0,-1
,T71,Matt NeSmith,286.0,76.8,77.8,1.893,0,12,48,12,0,E
,T71,Min Woo Lee,309.3,50.0,62.5,1.844,1,11,47,13,0,E
,73,Nicolo Galletti,277.5,76.8,68.1,1.816,0,12,46,14,0,+2
