Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Jon Rahm,340.4,69.2,76.4,1.727,1,20,46,5,0,-17
,T2,Brandon Wu,327.8,71.2,77.8,1.768,1,19,47,5,0,-16
,T2,Tony Finau,312.0,59.6,83.3,1.733,1,19,47,5,0,-16
,T2,Kurt Kitayama,331.4,67.3,75.0,1.648,1,23,39,9,0,-16
,5,Davis Riley,326.0,63.5,68.1,1.592,1,22,40,9,0,-15
,T6,Aaron Wise,327.7,63.5,76.4,1.727,0,21,45,5,1,-14
,T6,David Lipsky,314.5,69.2,80.6,1.776,2,16,48,6,0,-14
,T6,Alex Smalley,321.5,61.5,76.4,1.709,1,18,47,6,0,-14
,T6,Cameron Champ,340.1,67.3,77.8,1.661,0,23,42,6,0,-14
,10,Patrick Rodgers,336.1,61.5,80.6,1.776,0,19,47,6,0,-13
,T11,Martin Trainer,326.3,69.2,70.8,1.667,0,24,38,8,2,-12
,T11,Nate Lashley,307.1,67.3,72.2,1.692,1,17,48,5,1,-12
,T13,Grayson Murray,328.8,61.5,65.3,1.766,0,17,49,6,0,-11
,T13,Chez Reavie,293.3,61.5,70.8,1.725,1,16,49,5,1,-11
,T15,Lanto Griffin,314.7,69.2,75.0,1.741,0,17,49,5,1,-10
,T15,Anirban Lahiri,318.1,67.3,70.8,1.765,0,15,52,5,0,-10
,T15,Peter Malnati,308.4,65.4,70.8,1.647,0,22,39,10,1,-10
,T15,Kelly Kraft,304.2,71.2,65.3,1.681,0,20,44,6,2,-10
,T15,Jonathan Byrd,304.3,65.4,65.3,1.723,0,20,42,10,0,-10
,T15,Stephan Jaeger,314.2,51.9,68.1,1.653,3,15,43,11,0,-10
,T15,Adam Long,306.8,80.8,72.2,1.75,1,18,44,8,1,-10
,T15,Satoshi Kodaira,303.2,73.1,63.9,1.696,0,21,41,9,1,-10
,T15,Andrew Novak,324.5,46.2,68.1,1.776,0,17,48,7,0,-10
,T24,Gary Woodland,306.7,59.6,80.6,1.793,0,17,48,6,1,-9
,T24,Michael Gligic,303.2,55.8,68.1,1.776,1,14,50,7,0,-9
,T24,Sahith Theegala,320.1,57.7,63.9,1.696,0,17,48,6,1,-9
,T24,Trey Mullinax,332.7,67.3,66.7,1.75,2,16,44,9,1,-9
,T24,Aaron Rai,316.7,65.4,70.8,1.804,1,13,52,6,0,-9
,T29,Ryan Blaum,306.1,78.9,69.4,1.72,1,16,46,8,1,-8
,T29,Sebastián Muñoz,314.9,65.4,69.4,1.8,1,16,45,10,0,-8
,T29,C.T. Pan,313.4,69.2,62.5,1.711,0,18,44,10,0,-8
,T29,Hank Lebioda,304.0,59.6,65.3,1.723,1,15,49,5,2,-8
,T33,Graeme McDowell,290.6,65.4,75.0,1.778,0,16,47,9,0,-7
,T33,Greyson Sigg,310.2,65.4,69.4,1.8,1,14,48,9,0,-7
,T33,Scott Piercy,308.9,57.7,66.7,1.708,1,15,48,6,2,-7
,T33,Brice Garnett,311.8,65.4,69.4,1.76,1,17,42,12,0,-7
,T33,Cameron Tringale,319.5,50.0,68.1,1.755,0,21,37,14,0,-7
,T33,Emiliano Grillo,309.1,71.2,66.7,1.667,0,19,42,10,1,-7
,T33,Doug Ghim,316.6,73.1,72.2,1.846,0,17,46,8,1,-7
,T33,Charles Howell III,321.0,75.0,73.6,1.755,0,19,41,12,0,-7
,T33,Wesley Bryan,312.4,42.3,65.3,1.681,0,17,45,10,0,-7
,T42,Ben Kohles,291.8,65.4,68.1,1.673,2,17,39,13,1,-6
,T42,Kevin Na,304.2,59.6,73.6,1.736,0,18,44,8,2,-6
,T42,John Huh,303.2,73.1,66.7,1.75,0,15,48,9,0,-6
,T42,Robert Garrigus,320.6,46.2,72.2,1.75,0,16,48,6,2,-6
,T42,Brian Stuard,285.2,73.1,68.1,1.776,0,13,52,7,0,-6
,T42,Abraham Ancer,314.2,75.0,75.0,1.722,0,18,44,8,2,-6
,T42,Alvaro Ortiz,324.1,57.7,62.5,1.711,0,20,41,9,1,-6
,T42,Brandon Hagy,332.2,48.1,72.2,1.846,1,16,44,10,1,-6
,T42,Patrick Reed,317.2,61.5,63.9,1.674,0,17,45,9,1,-6
,T51,Tommy Gainey,319.3,63.5,63.9,1.717,1,15,45,10,1,-5
,T51,David Skinns,316.6,51.9,65.3,1.638,1,17,42,10,2,-5
,T51,Mark Hubbard,307.4,67.3,65.3,1.723,3,13,45,8,3,-5
,T51,Carlos Ortiz,310.2,51.9,63.9,1.717,1,15,45,10,1,-5
