Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Tony Finau,309.0,82.1,91.7,1.727,0,27,44,1,0,-26
,T2,Patrick Cantlay,323.4,62.5,75.0,1.63,1,25,40,6,0,-21
,T2,Cameron Young,321.2,67.9,77.8,1.625,1,23,44,4,0,-21
,T2,Taylor Pendrith,312.8,71.4,80.6,1.586,0,28,37,7,0,-21
,5,Stephan Jaeger,311.6,78.6,77.8,1.607,0,27,38,7,0,-20
,6,Taylor Moore,316.4,66.1,81.9,1.729,1,23,42,6,0,-19
,7,Tom Kim,292.5,78.6,76.4,1.636,1,23,41,7,0,-18
,T8,J.J. Spaun,292.5,73.2,73.6,1.623,1,23,40,8,0,-17
,T8,Wyndham Clark,335.1,51.8,66.7,1.688,0,24,41,7,0,-17
,T10,Matt Wallace,312.1,60.7,73.6,1.698,0,20,48,4,0,-16
,T10,Charley Hoffman,310.1,67.9,83.3,1.8,0,22,44,6,0,-16
,T10,Russell Henley,312.8,76.8,84.7,1.721,0,21,46,5,0,-16
,T10,Scott Stallings,327.9,73.2,79.2,1.702,0,21,46,5,0,-16
,T14,Troy Merritt,301.0,83.9,76.4,1.691,0,21,45,6,0,-15
,T14,Cam Davis,317.1,60.7,79.2,1.737,0,20,48,3,1,-15
,T14,Si Woo Kim,311.1,60.7,70.8,1.686,0,23,41,8,0,-15
,T17,Jason Day,303.5,67.9,79.2,1.719,0,19,48,5,0,-14
,T17,Vince Whaley,316.5,55.4,76.4,1.782,0,18,50,4,0,-14
,T17,Chris Kirk,293.6,73.2,72.2,1.712,2,13,54,3,0,-14
,T20,Will Zalatoris,307.7,67.9,73.6,1.717,0,22,41,9,0,-13
,T20,Callum Tarren,317.7,51.8,80.6,1.759,0,20,46,5,1,-13
,T20,Cameron Champ,335.0,55.4,76.4,1.709,0,21,43,8,0,-13
,T20,Kurt Kitayama,312.9,67.9,80.6,1.724,1,18,46,7,0,-13
,T24,Hayden Buckley,313.6,75.0,81.9,1.814,0,16,52,4,0,-12
,T24,Ben Martin,309.0,66.1,77.8,1.714,0,19,46,7,0,-12
,T24,Sam Ryder,290.6,58.9,72.2,1.731,0,19,46,7,0,-12
,T24,Max Homa,310.4,66.1,70.8,1.745,2,17,44,9,0,-12
,T24,Michael Thompson,306.1,66.1,75.0,1.722,1,18,45,8,0,-12
,T24,Adam Svensson,311.1,66.1,80.6,1.724,0,21,44,5,2,-12
,T30,Bo Hoag,304.9,62.5,81.9,1.763,0,16,51,5,0,-11
,T30,Brandon Wu,302.0,66.1,80.6,1.759,1,16,49,5,1,-11
,T30,Justin Lower,293.0,60.7,66.7,1.667,1,18,44,9,0,-11
,T30,Richy Werenski,299.5,53.6,68.1,1.673,2,15,47,8,0,-11
,T30,Henrik Norlander,287.0,62.5,70.8,1.745,1,14,52,5,0,-11
