Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Viktor Hovland,0,84.6,72.2,1.596,4,21,37,9,1,-18
,2,Scottie Scheffler,0,76.9,77.8,1.661,1,23,42,5,0,-17
,T3,Patrick Reed,0,73.1,69.4,1.62,2,18,46,5,1,-15
,T3,Sam Burns,0,75.0,66.7,1.583,2,24,37,6,2,-15
,T5,Justin Thomas,0,65.4,61.1,1.477,2,25,33,9,3,-14
,T5,Collin Morikawa,0,76.9,70.8,1.667,2,20,42,6,2,-14
,T7,Daniel Berger,0,75.0,70.8,1.588,4,18,38,11,1,-13
,T7,Tony Finau,0,69.2,68.1,1.653,1,19,45,6,1,-13
,T9,Justin Rose,0,73.1,69.4,1.66,1,18,47,4,1,-11
,T9,Tyrrell Hatton,0,65.4,75.0,1.722,2,18,44,6,1,-11
,T9,Brooks Koepka,0,63.5,73.6,1.698,0,20,45,5,2,-11
,T12,Xander Schauffele,0,73.1,68.1,1.735,0,20,43,8,1,-10
,T12,Matt Fitzpatrick,0,76.9,77.8,1.75,1,15,49,7,0,-10
,T14,Abraham Ancer,0,80.8,73.6,1.604,0,24,32,16,0,-8
,T14,Harris English,0,67.3,62.5,1.556,0,24,36,9,2,-8
,T14,Bryson DeChambeau,0,65.4,66.7,1.688,0,23,38,8,2,-8
,17,Webb Simpson,0,67.3,65.3,1.596,1,20,37,13,1,-7
,18,Rory McIlroy,0,67.3,63.9,1.674,2,16,45,6,2,-6
,19,Henrik Stenson,0,67.3,68.1,1.796,1,14,42,13,2,1
,20,Jordan Spieth,0,82.7,65.3,1.681,0,17,38,13,2,6
