Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Davis Thompson,307.7,71.4,81.9,1.542,1,30,37,4,0,-28
,T2,Michael Thorbjornsen,311.3,75.0,76.4,1.655,0,27,42,3,0,-24
,T2,Luke Clanton (a),314.9,73.2,79.2,1.614,1,26,42,2,1,-24
,T2,C.T. Pan,292.0,71.4,79.2,1.579,2,24,42,4,0,-24
,T5,Ben Griffin,306.9,57.1,72.2,1.577,2,23,43,4,0,-23
,T5,Carson Young,302.3,73.2,86.1,1.645,1,27,39,4,1,-23
,T7,Andrew Novak,300.0,64.3,77.8,1.554,0,28,39,4,0,-21
,T7,Denny McCarthy,299.6,75.0,76.4,1.618,3,17,50,2,0,-21
,T7,Hayden Springer,312.9,62.5,75.0,1.593,3,24,37,7,1,-21
,T7,Eric Cole,300.9,69.6,72.2,1.635,1,26,38,7,0,-21
,T7,Aaron Rai,300.4,73.2,81.9,1.627,0,24,45,3,0,-21
,T12,Brendon Todd,281.8,76.8,76.4,1.564,1,25,39,7,0,-20
,T12,Sungjae Im,300.7,62.5,75.0,1.63,1,26,38,6,1,-20
,T12,Chan Kim,298.0,69.6,79.2,1.667,0,24,44,4,0,-20
,T12,Harry Hall,306.9,62.5,70.8,1.588,0,24,45,2,1,-20
,T12,Sami Välimäki,294.1,75.0,79.2,1.596,1,26,38,6,1,-20
,17,Séamus Power,305.9,62.5,80.6,1.724,1,19,50,2,0,-19
,T18,Ben Silverman,296.0,73.2,77.8,1.714,1,20,47,4,0,-18
,T18,Keith Mitchell,307.1,66.1,86.1,1.661,1,23,41,7,0,-18
,T20,Mac Meissner,304.3,66.1,75.0,1.63,0,25,40,6,1,-17
,T20,Kevin Yu,309.2,55.4,73.6,1.642,0,25,40,6,1,-17
,T20,Jhonattan Vegas,313.2,67.9,83.3,1.783,1,18,50,3,0,-17
,T23,Jason Day,301.9,60.7,75.0,1.704,1,18,49,4,0,-16
