Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Billy Horschel,308.6,87.5,70.8,1.569,2,24,41,5,0,-23
,2,Wesley Bryan,310.4,80.4,73.6,1.566,2,26,35,9,0,-21
,3,Kevin Tway,311.5,78.6,70.8,1.647,3,15,52,2,0,-19
,T4,Charley Hoffman,311.0,73.2,73.6,1.679,0,23,44,5,0,-18
,T4,Justin Lower,311.3,80.4,73.6,1.585,0,26,38,8,0,-18
,T6,Chan Kim,303.8,76.8,70.8,1.667,0,22,44,6,0,-16
,T6,Parker Coody,310.4,78.6,79.2,1.719,0,18,52,2,0,-16
,T6,Alex Smalley,297.1,82.1,75.0,1.722,2,18,46,6,0,-16
,T9,Peter Kuest,321.3,91.1,75.0,1.815,2,16,49,5,0,-15
,T9,Greyson Sigg,299.1,85.7,79.2,1.772,0,22,43,7,0,-15
,T11,Matti Schmid,316.3,83.9,76.4,1.745,1,20,43,8,0,-14
,T11,Trace Crowe,309.6,76.8,66.7,1.646,0,23,41,7,1,-14
,T11,Taylor Pendrith,312.0,80.4,66.7,1.646,0,19,48,5,0,-14
,T14,Ben Griffin,300.0,76.8,62.5,1.644,0,19,48,4,1,-13
,T14,Michael Kim,311.7,82.1,75.0,1.648,0,22,42,7,1,-13
,T14,Rafael Campos,318.1,91.1,76.4,1.8,3,16,44,9,0,-13
,T14,Nico Echavarria,303.3,92.9,68.1,1.592,0,23,39,10,0,-13
,T18,Jorge Campillo,305.7,82.1,66.7,1.708,0,20,44,8,0,-12
,T18,Davis Thompson,305.8,73.2,73.6,1.792,0,20,44,8,0,-12
,T18,Pierceson Coody,321.6,73.2,68.1,1.714,0,20,44,8,0,-12
,T18,Sean O'Hair,307.9,75.0,72.2,1.692,0,21,42,9,0,-12
,T18,Bill Haas,301.1,75.0,65.3,1.574,0,21,42,9,0,-12
,T23,Vince Whaley,312.7,71.4,56.9,1.61,1,18,45,7,1,-11
,T23,Alex Fitzpatrick,310.7,73.2,75.0,1.815,1,12,56,3,0,-11
,T23,Patton Kizzire,301.9,76.8,75.0,1.722,0,20,44,7,1,-11
,T23,Callum Tarren,314.0,78.6,69.4,1.74,1,20,40,11,0,-11
,T23,Adrien Dumont de Chassart,300.9,69.6,63.9,1.696,0,17,49,6,0,-11
,T23,Jimmy Stanger,310.8,80.4,73.6,1.774,0,17,49,6,0,-11
,T23,Patrick Fishburn,315.6,82.1,70.8,1.765,0,17,49,6,0,-11
,T23,Jacob Bridgeman,302.6,80.4,62.5,1.6,1,19,43,8,1,-11
,T23,Jhonattan Vegas,316.6,85.7,69.4,1.72,2,16,45,9,0,-11
,T23,Alex Noren,302.4,78.6,73.6,1.792,1,15,50,6,0,-11
,T33,Rico Hoey,309.3,82.1,77.8,1.768,3,14,46,8,1,-10
,T33,Chez Reavie,290.1,96.4,77.8,1.768,0,14,54,4,0,-10
,T33,Harrison Endycott,284.4,82.1,69.4,1.68,0,21,40,11,0,-10
,T36,S.H. Kim,316.5,71.4,54.2,1.692,0,19,44,8,1,-9
,T36,Lanto Griffin,312.3,83.9,73.6,1.792,0,18,45,9,0,-9
,T36,Mark Hubbard,304.0,85.7,72.2,1.769,1,15,48,8,0,-9
,T36,Henrik Norlander,304.0,85.7,70.8,1.824,1,16,46,9,0,-9
,T40,Sam Stevens,308.5,80.4,76.4,1.782,1,15,47,9,0,-8
,T40,Max Greyserman,315.9,76.8,70.8,1.667,1,17,43,11,0,-8
,T40,K.H. Lee,307.9,80.4,69.4,1.74,1,15,47,9,0,-8
,T43,Doug Ghim,274.3,80.4,65.3,1.66,1,17,42,12,0,-7
,T43,Adam Long,291.8,87.5,72.2,1.75,0,18,44,9,1,-7
,T43,Victor Perez,308.1,76.8,68.1,1.796,0,17,45,10,0,-7
,T43,Matt NeSmith,296.9,73.2,69.4,1.82,0,11,57,4,0,-7
,T43,Sam Ryder,290.8,78.6,65.3,1.787,1,15,46,10,0,-7
,T43,William McGirt,290.8,91.1,66.7,1.729,0,15,49,8,0,-7
,T43,Harry Higgs,304.8,78.6,66.7,1.75,0,19,44,6,3,-7
,T50,Daniel Berger,301.8,87.5,69.4,1.76,0,17,45,9,1,-6
,T50,Austin Smotherman,288.6,73.2,69.4,1.78,1,12,51,8,0,-6
,T50,Zecheng Dou,309.9,73.2,65.3,1.809,0,15,48,9,0,-6
,T50,Jimmy Walker,301.4,80.4,66.7,1.75,0,16,47,8,1,-6
,T50,Chad Ramey,299.9,78.6,69.4,1.66,0,21,39,9,3,-6
,T55,Ryan Palmer,304.1,82.1,65.3,1.894,1,15,44,12,0,-5
,T55,Wilson Furr,314.8,64.3,66.7,1.75,0,19,41,10,2,-5
