Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Jhonattan Vegas,308.7,71.4,79.2,1.596,1,25,38,7,0,-17
,2,Max Greyserman,311.2,53.6,75.0,1.667,1,22,43,4,2,-16
,T3,Maverick McNealy,302.1,55.4,72.2,1.635,0,21,45,6,0,-15
,T3,Matt Kuchar,287.9,67.9,87.5,1.73,1,19,47,4,1,-15
,5,Taylor Pendrith,312.5,64.3,79.2,1.702,2,19,43,7,1,-14
,T6,Kurt Kitayama,295.5,67.9,73.6,1.717,1,19,44,8,0,-13
,T6,Patrick Fishburn,303.1,66.1,80.6,1.655,1,20,42,9,0,-13
,T6,Sahith Theegala,301.4,67.9,70.8,1.745,0,18,49,5,0,-13
,T9,K.H. Lee,304.5,60.7,77.8,1.732,0,20,45,6,1,-12
,T9,J.J. Spaun,297.4,69.6,73.6,1.66,0,22,40,10,0,-12
,T9,Matt NeSmith,302.1,67.9,76.4,1.782,2,15,48,7,0,-12
,T12,Cameron Champ,321.1,53.6,69.4,1.74,0,18,47,7,0,-11
,T12,Henrik Norlander,285.7,73.2,77.8,1.75,0,18,47,7,0,-11
,T12,Tony Finau,300.9,60.7,73.6,1.679,1,20,40,11,0,-11
,T12,Taylor Moore,306.2,62.5,72.2,1.635,0,22,41,7,2,-11
,T12,Matti Schmid,306.5,69.6,73.6,1.736,0,19,46,6,1,-11
,T12,Sam Burns,305.3,58.9,69.4,1.6,1,24,37,8,0,-11
,T12,Alex Smalley,292.2,57.1,83.3,1.717,0,19,46,6,1,-11
,T19,Andrew Putnam,280.7,69.6,80.6,1.776,0,17,48,7,0,-10
,T19,Mackenzie Hughes,298.7,64.3,65.3,1.787,0,16,50,6,0,-10
,T19,Justin Suh,300.2,67.9,66.7,1.75,0,21,40,11,0,-10
,T19,Jacob Bridgeman,305.3,58.9,73.6,1.755,0,17,48,7,0,-10
,T19,Cam Davis,304.1,67.9,69.4,1.66,0,21,41,9,1,-10
,T24,David Skinns,293.6,60.7,73.6,1.755,1,13,52,6,0,-9
,T24,Trace Crowe,299.3,44.6,65.3,1.702,1,16,47,7,1,-9
,T24,Harry Hall,300.2,51.8,65.3,1.702,1,17,44,10,0,-9
,T24,Doug Ghim,301.7,66.1,76.4,1.818,1,15,49,6,1,-9
,T24,Emiliano Grillo,295.7,75.0,73.6,1.736,0,17,47,8,0,-9
,T24,Andrew Novak,295.5,67.9,70.8,1.765,2,15,45,10,0,-9
,T24,Ben Kohles,288.3,83.9,70.8,1.686,0,18,47,5,2,-9
,T24,Chad Ramey,295.4,75.0,76.4,1.8,0,15,51,6,0,-9
,T24,Matt Wallace,296.2,67.9,80.6,1.759,2,15,47,6,2,-9
,T33,Kevin Kisner,284.8,73.2,63.9,1.739,1,18,41,12,0,-8
,T33,Justin Lower,282.7,62.5,69.4,1.68,0,17,46,9,0,-8
,T33,Brice Garnett,291.1,73.2,70.8,1.725,0,20,41,10,1,-8
,T33,Kelly Kraft,285.8,69.6,73.6,1.736,0,18,46,6,2,-8
,T37,Joseph Bramlett,299.3,64.3,68.1,1.694,3,14,44,10,0,-7
,T37,Scott Piercy,295.9,66.1,76.4,1.855,1,12,53,5,1,-7
,T37,Gary Woodland,307.1,64.3,80.6,1.845,1,15,47,8,1,-7
,T37,Neal Shipley,306.7,57.1,75.0,1.759,1,15,48,6,2,-7
,T37,Patrick Rodgers,300.9,58.9,75.0,1.778,0,17,46,8,1,-7
,T37,Séamus Power,304.9,67.9,75.0,1.778,2,13,47,10,0,-7
,T37,Adam Svensson,300.7,71.4,73.6,1.792,0,16,47,9,0,-7
,T44,Joe Highsmith,308.1,69.6,69.4,1.7,0,18,42,12,0,-6
,T44,Lanto Griffin,303.7,53.6,73.6,1.811,0,18,44,8,2,-6
,T46,Davis Riley,304.1,62.5,59.7,1.814,0,15,47,10,0,-5
,T46,Keith Mitchell,315.9,51.8,63.9,1.717,1,19,39,10,3,-5
,T46,MJ Daffue,309.6,55.4,66.7,1.667,0,22,36,11,3,-5
,T46,Nick Hardy,306.5,55.4,70.8,1.725,0,17,43,12,0,-5
,T46,Keegan Bradley,302.4,64.3,73.6,1.868,0,11,56,4,1,-5
,T46,Robert Streb,302.0,64.3,65.3,1.809,0,14,49,9,0,-5
,T46,Stewart Cink,292.2,75.0,69.4,1.68,1,16,43,11,1,-5
,T53,Dylan Wu,299.1,57.1,65.3,1.681,0,18,40,14,0,-4
,T53,Austin Smotherman,297.3,60.7,70.8,1.843,0,11,54,7,0,-4
,T53,Zach Johnson,282.2,71.4,61.1,1.773,0,16,45,10,1,-4
,T53,Tyler Duncan,303.3,73.2,75.0,1.815,0,13,50,9,0,-4
,T53,Ben Silverman,298.3,62.5,65.3,1.66,2,17,38,13,2,-4
,T53,Aaron Baddeley,283.1,53.6,52.8,1.632,0,16,45,10,1,-4
,T59,Charley Hoffman,302.6,57.1,75.0,1.815,0,16,45,9,2,-3
,T59,Hayden Springer,313.7,66.1,72.2,1.846,1,12,48,11,0,-3
,T59,Adam Schenk,305.9,73.2,65.3,1.766,0,15,48,6,3,-3
