Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Austin Eckroat,292.3,80.4,81.9,1.627,0,23,43,6,0,-17
,T2,Erik van Rooyen,303.8,62.5,75.0,1.593,2,22,38,8,2,-14
,T2,Min Woo Lee,305.9,64.3,63.9,1.609,4,18,39,10,1,-14
,T4,K.H. Lee,295.4,67.9,72.2,1.731,1,20,43,7,1,-13
,T4,Cameron Young,308.1,66.1,79.2,1.737,0,22,41,9,0,-13
,T4,Jake Knapp,318.8,73.2,70.8,1.745,0,20,46,5,1,-13
,T4,Shane Lowry,294.5,75.0,80.6,1.724,1,20,43,7,1,-13
,T4,David Skinns,298.9,67.9,72.2,1.692,0,18,49,5,0,-13
,T9,Keith Mitchell,310.0,73.2,77.8,1.75,1,21,40,9,1,-12
,T9,Billy Horschel,297.3,62.5,80.6,1.759,1,19,43,9,0,-12
,T9,Alex Noren,295.6,73.2,79.2,1.772,3,13,50,5,1,-12
,T9,Peter Malnati,296.6,62.5,77.8,1.786,1,15,51,5,0,-12
,T9,Andrew Novak,300.8,71.4,70.8,1.745,1,16,50,4,1,-12
,T9,Martin Laird,280.0,64.3,73.6,1.774,0,17,50,5,0,-12
,T9,Kevin Yu,306.4,71.4,80.6,1.914,1,13,55,3,0,-12
,T16,Doug Ghim,289.9,71.4,77.8,1.732,0,18,48,5,1,-11
,T16,Tyson Alexander,309.1,55.4,77.8,1.75,0,18,47,7,0,-11
,T16,Ben Silverman,284.5,69.6,76.4,1.764,1,13,54,4,0,-11
,T16,Garrick Higgo,314.3,48.2,77.8,1.768,1,17,48,4,2,-11
,T16,Victor Perez,303.3,60.7,69.4,1.7,1,18,45,7,1,-11
,T21,Byeong Hun An,308.9,58.9,70.8,1.706,0,21,42,7,2,-10
,T21,Zach Johnson,278.0,83.9,77.8,1.786,0,15,52,5,0,-10
,T21,Sam Ryder,277.0,69.6,73.6,1.642,0,19,45,7,1,-10
,T21,Matt Fitzpatrick,303.9,62.5,75.0,1.722,1,16,49,4,2,-10
,T21,Rory McIlroy,319.8,73.2,77.8,1.768,0,18,48,5,0,-10
,T21,Nico Echavarria,284.4,62.5,70.8,1.627,2,18,42,9,0,-10
,T21,Bud Cauley,289.4,75.0,76.4,1.727,0,20,43,8,1,-10
,T28,Beau Hossler,289.0,67.9,77.8,1.804,0,15,51,6,0,-9
,T28,Chris Kirk,296.6,66.1,76.4,1.691,0,22,41,6,2,-9
,T28,Chan Kim,294.6,62.5,68.1,1.776,0,17,47,8,0,-9
,T28,Tom Hoge,294.4,76.8,73.6,1.717,0,18,45,9,0,-9
,T28,Matthieu Pavon,296.6,60.7,70.8,1.686,0,18,47,5,2,-9
