Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Max Homa,291.5,60.0,75.6,1.706,1,12,26,6,0,-13
,2,Keegan Bradley,289.7,48.5,61.9,1.923,0,8,28,6,0,-11
,3,Collin Morikawa,288.8,80.7,79.5,1.806,0,9,25,5,0,-10
,T4,Sungjae Im,291.0,44.4,67.4,1.71,0,12,27,7,0,-9
,T4,Sahith Theegala,303.0,56.7,68.4,1.538,2,10,21,5,0,-9
,T4,Sam Ryder,285.5,62.5,80.0,1.583,1,9,19,1,0,-9
,T7,Jason Day,289.3,65.4,64.7,1.682,0,10,19,5,0,-8
,T7,Jon Rahm,305.6,53.9,58.8,1.8,0,3,11,2,1,-8
,T9,Hideki Matsuyama,287.7,41.9,62.5,1.64,2,6,25,5,2,-7
,T9,Tony Finau,304.1,71.4,70.6,1.833,0,4,8,5,0,-7
,T11,Taylor Moore,290.0,53.6,60.0,1.762,1,9,18,6,1,-5
,T11,Rickie Fowler,304.2,57.1,61.1,1.727,0,4,10,4,0,-5
,T13,Erik Barnes,291.2,52.2,70.0,1.857,1,4,19,6,0,-4
,T13,Xander Schauffele,305.3,45.8,66.7,1.65,0,10,12,7,1,-4
,T13,Jimmy Walker,312.0,50.0,50.0,1.667,1,2,14,1,0,-4
,T13,Joseph Bramlett,320.3,25.0,66.7,1.75,0,9,22,5,0,-4
,T13,Sam Stevens,303.5,57.1,77.8,1.714,0,10,22,4,0,-4
,T18,Kevin Tway,296.7,53.6,68.6,2.0,0,4,27,4,0,-3
,T18,Justin Rose,300.6,69.0,73.7,1.857,0,7,26,4,1,-3
,T20,Peter Malnati,294.6,53.6,65.7,1.739,0,6,24,5,0,-2
,T20,Justin Suh,275.7,55.2,64.9,1.75,0,7,24,6,0,-2
,T20,Adam Schenk,310.6,50.0,55.6,1.8,0,4,12,1,1,-2
,T20,Brendan Steele,296.1,85.7,68.6,1.667,0,11,21,3,0,-2
,T20,S.H. Kim,302.0,37.9,67.6,1.68,0,10,21,5,1,-2
,T25,Luke List,297.5,44.0,75.0,1.75,0,9,16,6,0,-1
,T25,Justin Thomas,306.2,40.0,71.1,1.781,0,12,25,7,1,-1
,T25,Brent Grant,298.3,51.9,74.3,1.615,0,12,19,3,0,-1
,T25,Si Woo Kim,280.7,53.3,56.8,1.762,0,7,25,5,0,-1
,T25,Jhonattan Vegas,310.5,60.9,65.5,1.737,0,6,19,4,0,-1
,T25,Callum Tarren,312.7,43.3,64.9,1.792,0,8,26,3,0,-1
,T31,Augusto Núñez,301.1,50.0,72.2,1.769,1,4,8,4,1,E
,T31,Ben Griffin,312.1,71.4,72.2,1.692,0,7,9,2,0,E
,T31,Trey Mullinax,308.8,30.0,66.7,1.808,0,9,22,7,1,E
,T31,Scott Piercy,293.3,51.7,59.5,1.909,0,5,27,5,0,E
,T31,Maverick McNealy,289.3,46.4,69.4,1.88,0,7,23,6,0,E
,T31,Taylor Montgomery,316.1,53.9,64.7,1.636,0,5,11,1,0,E
,T37,Wyndham Clark,311.8,36.0,68.8,1.682,1,8,16,6,1,+1
,T37,Dylan Frittelli,299.3,57.1,70.6,1.917,0,4,11,2,0,+1
,T37,Michael Thompson,280.1,57.1,63.9,1.826,0,8,21,6,1,+1
,T37,Alex Smalley,312.1,37.9,73.0,1.889,0,7,23,7,0,+1
,T37,Thomas Detry,304.3,57.7,72.7,1.875,0,5,25,3,0,+1
,T37,Dean Burmester,326.5,35.7,66.7,1.75,0,4,11,3,0,+1
,T37,Lanto Griffin,310.2,57.6,76.2,1.844,0,9,26,7,0,+1
,T44,Nick Hardy,302.0,56.7,74.4,1.897,1,4,27,7,0,+2
,T44,S.Y. Noh,291.7,48.2,65.7,1.826,0,9,17,9,0,+2
,T44,Emiliano Grillo,296.4,56.3,68.3,1.786,0,7,30,3,1,+2
,T44,Harry Higgs,301.1,58.3,77.4,1.708,1,6,19,5,0,+2
,T44,Vincent Norrman,321.6,50.0,66.7,1.417,0,8,7,3,0,+2
,T44,Adam Hadwin,279.7,64.3,55.6,1.95,0,4,28,4,0,+2
,T44,Kevin Yu,309.6,30.8,58.8,1.8,0,3,10,4,0,+2
,T44,Michael Kim,286.7,48.2,71.4,1.8,0,6,24,5,0,+2
,52,Aaron Rai,286.9,65.4,78.1,1.8,0,9,16,7,0,+3
,T53,Austin Cook,271.4,65.6,70.7,1.897,0,7,29,4,0,+4
,T53,Satoshi Kodaira,273.6,65.6,63.4,1.654,1,8,22,8,2,+4
,T53,Stephan Jaeger,290.0,57.1,72.2,1.615,0,5,12,0,1,+4
,T53,Trevor Werbylo,308.3,50.0,61.1,1.818,0,6,7,5,0,+4
,T53,Tano Goya,301.4,56.5,53.3,1.813,0,8,21,1,0,+4
,T53,Cameron Champ,338.4,42.9,50.0,1.667,0,5,10,3,0,+4
,T53,Garrick Higgo,304.4,64.3,72.2,1.885,1,6,24,4,1,+4
,T60,Kevin Streelman,287.5,28.6,50.0,1.667,0,4,9,5,0,+5
,T60,Taylor Pendrith,297.2,25.9,55.9,1.895,1,6,19,8,0,+5
,T62,Gary Woodland,311.8,50.0,66.7,1.75,0,8,17,5,0,+6
,T62,Paul Haley II,268.7,65.4,69.7,1.87,1,4,23,5,0,+6
