Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Billy Horschel,285.0,76.8,73.6,1.736,1,15,52,4,0,-13
,2,Aaron Wise,297.9,62.5,62.5,1.622,0,18,45,9,0,-9
,T3,Patrick Cantlay,308.2,64.3,62.5,1.667,2,13,48,8,1,-7
,T3,Joaquín Niemann,302.1,64.3,72.2,1.673,0,21,40,8,3,-7
,T5,Max Homa,301.0,66.1,55.6,1.575,1,19,40,9,3,-6
,T5,Will Zalatoris,305.7,60.7,66.7,1.604,0,21,38,11,2,-6
,T5,Sahith Theegala,303.1,66.1,56.9,1.732,1,14,47,10,0,-6
,T5,Denny McCarthy,289.8,67.9,51.4,1.649,0,16,46,10,0,-6
,T5,Daniel Berger,286.5,73.2,59.7,1.605,1,15,45,11,0,-6
,T10,Jon Rahm,315.6,50.0,68.1,1.714,0,17,45,8,1,-4
,T10,Sungjae Im,293.0,76.8,63.9,1.761,0,13,50,9,0,-4
,T10,Brendan Steele,303.2,69.6,66.7,1.729,0,17,42,13,0,-4
,T13,Corey Conners,288.7,73.2,73.6,1.642,1,17,43,6,5,-3
,T13,Mito Pereira,296.0,80.4,56.9,1.61,1,16,40,14,1,-3
,T13,Si Woo Kim,289.4,80.4,59.7,1.767,0,14,47,11,0,-3
,T13,Davis Riley,297.8,58.9,59.7,1.767,1,13,46,12,0,-3
,T13,Cameron Smith,296.6,55.4,50.0,1.611,1,15,44,10,2,-3
,T18,Garrick Higgo,308.8,64.3,65.3,1.787,0,18,39,14,1,-2
,T18,Xander Schauffele,299.5,62.5,59.7,1.581,1,19,35,15,2,-2
,T18,Keith Mitchell,303.4,66.1,56.9,1.732,0,18,40,12,2,-2
,T18,Adam Hadwin,287.0,67.9,59.7,1.698,2,15,40,13,2,-2
,T18,Brian Harman,283.6,75.0,54.2,1.667,0,16,43,12,1,-2
,T18,Jordan Spieth,301.8,58.9,50.0,1.75,0,13,48,11,0,-2
,T18,Charles Howell III,291.6,69.6,63.9,1.739,0,15,44,13,0,-2
,T18,Rory McIlroy,314.8,64.3,62.5,1.756,1,15,43,11,2,-2
,T26,Pat Perez,278.7,67.9,69.4,1.76,0,18,40,12,1,-1
,T26,Aaron Rai,287.4,75.0,51.4,1.622,0,17,40,14,1,-1
,T26,Adam Schenk,292.9,83.9,62.5,1.756,0,15,43,14,0,-1
,T26,Luke List,311.6,55.4,62.5,1.667,0,18,40,12,1,-1
,T26,Francesco Molinari,295.3,67.9,55.6,1.65,0,16,42,13,1,-1
,31,Jason Day,293.6,69.6,54.2,1.718,1,12,46,12,1,E
,T32,Emiliano Grillo,296.1,76.8,58.3,1.762,0,12,48,11,1,+1
,T32,Joel Dahmen,277.8,73.2,61.1,1.727,0,15,44,10,3,+1
,T32,Beau Hossler,304.0,58.9,54.2,1.667,1,17,39,12,1,+1
,T32,Shane Lowry,297.5,57.1,61.1,1.727,0,13,47,10,2,+1
,T32,Abraham Ancer,293.8,69.6,56.9,1.659,0,16,41,13,2,+1
