Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Robert MacIntyre,312.4,62.5,70.8,1.608,1,21,43,7,0,-16
,2,Ben Griffin,300.4,50.0,77.8,1.696,0,21,45,6,0,-15
,3,Victor Perez,304.7,48.2,69.4,1.64,0,21,44,7,0,-14
,T4,Tom Kim,299.8,51.8,73.6,1.66,0,20,45,7,0,-13
,T4,Rory McIlroy,324.4,48.2,79.2,1.754,1,16,50,5,0,-13
,6,Corey Conners,308.0,50.0,70.8,1.667,0,20,44,8,0,-12
,T7,Maverick McNealy,312.6,64.3,62.5,1.756,0,19,44,9,0,-10
,T7,Mackenzie Hughes,305.3,50.0,59.7,1.651,2,17,42,11,0,-10
,T7,Ryan Fox,320.5,66.1,75.0,1.63,1,20,39,12,0,-10
,T10,Chandler Phillips,294.9,58.9,72.2,1.615,0,22,38,11,1,-9
,T10,Keith Mitchell,321.6,44.6,65.3,1.702,1,20,38,13,0,-9
,T10,Sam Burns,320.0,67.9,79.2,1.807,3,13,47,8,1,-9
,T10,Joel Dahmen,301.4,58.9,72.2,1.673,1,18,43,9,1,-9
,T14,Beau Hossler,300.0,48.2,68.1,1.735,1,16,47,6,2,-8
,T14,Michael Kim,304.4,51.8,76.4,1.745,0,19,43,9,1,-8
,T14,Jacob Bridgeman,309.2,48.2,69.4,1.76,0,17,47,7,1,-8
,T14,Carson Young,309.3,75.0,75.0,1.778,0,16,48,8,0,-8
,T14,Sam Stevens,310.8,53.6,73.6,1.868,1,12,53,6,0,-8
,T14,Andrew Novak,309.1,60.7,75.0,1.741,2,14,47,8,1,-8
,T14,Aaron Rai,304.8,78.6,79.2,1.877,1,15,47,9,0,-8
,T21,David Skinns,312.9,67.9,80.6,1.828,0,14,51,7,0,-7
,T21,Taylor Pendrith,311.2,58.9,68.1,1.612,0,20,39,13,0,-7
,T21,Tommy Fleetwood,308.5,51.8,81.9,1.831,0,13,54,4,1,-7
,T24,Tyler Duncan,304.1,62.5,72.2,1.769,1,13,49,9,0,-6
,T24,Zac Blair,286.1,55.4,75.0,1.759,0,16,46,10,0,-6
,T24,Chad Ramey,299.7,58.9,65.3,1.681,0,17,44,11,0,-6
,T27,Jhonattan Vegas,318.6,58.9,69.4,1.66,1,19,38,12,2,-5
,T27,Stewart Cink,305.5,58.9,76.4,1.745,0,17,45,8,2,-5
,T27,Thorbjørn Olesen,311.4,46.4,70.8,1.686,0,18,42,11,1,-5
