Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Vincent Norrman,315.9,68.4,68.5,1.64,2,26,37,8,0,-22
,2,Nathan Kimsey,295.0,52.6,75.3,1.655,2,22,44,5,0,-22
,T3,Adrien Saddier,304.9,53.6,76.4,1.618,0,27,39,6,0,-21
,T3,Trevor Cone,315.9,48.2,81.9,1.61,2,24,40,5,1,-21
,5,Lucas Glover,307.7,60.7,75.0,1.704,1,21,47,3,0,-20
,6,Taylor Pendrith,329.5,48.2,81.9,1.729,1,20,48,3,0,-19
,T7,Grayson Murray,311.9,60.7,66.7,1.604,4,18,43,6,1,-18
,T7,Daniel Brown,303.8,57.1,66.7,1.688,1,22,43,6,0,-18
,T9,Masahiro Kawamura,302.1,69.6,79.2,1.649,3,20,42,6,0,-17
,T9,Akshay Bhatia,302.5,51.8,72.2,1.635,1,19,48,4,0,-17
,T9,Doc Redman,299.4,55.4,76.4,1.727,0,21,47,4,0,-17
,T9,Alexander Levy,307.8,64.3,77.8,1.714,1,19,48,4,0,-17
,T9,David Ravetto,321.4,71.4,77.8,1.768,2,17,49,4,0,-17
,T14,Ryan Moore,299.5,64.3,73.6,1.679,0,23,42,7,0,-16
,T14,Marcus Kinhult,317.8,58.9,72.2,1.692,0,20,48,4,0,-16
,T16,Tommy Gainey,295.8,50.0,73.6,1.66,0,23,42,6,1,-15
,T16,Christoffer Bring,304.1,57.1,77.8,1.768,2,18,45,7,0,-15
,T16,MJ Daffue,327.2,50.0,63.9,1.63,0,25,38,8,1,-15
,T16,Cameron Percy,305.8,48.2,75.0,1.722,0,24,40,7,1,-15
,T16,Ryan Armour,288.6,53.6,69.4,1.72,0,22,43,7,0,-15
,T16,Adam Long,302.8,66.1,81.9,1.678,1,21,44,4,2,-15
,T16,Louis de Jager,318.3,44.6,81.9,1.831,1,15,54,2,0,-15
,T16,Jayden Schaper,310.4,57.1,77.8,1.714,0,19,49,4,0,-15
,T24,JC Ritchie,323.9,64.3,68.1,1.653,3,19,40,9,1,-14
,T24,Ryan Brehm,329.6,50.0,73.6,1.755,2,20,42,6,2,-14
,T24,Wesley Bryan,310.4,57.1,70.8,1.706,3,16,45,8,0,-14
,T24,Jason Dufner,304.9,58.9,69.4,1.76,0,22,42,8,0,-14
,T28,Kramer Hickok,303.1,51.8,66.7,1.583,1,23,38,8,2,-13
,T28,Henrik Norlander,292.9,55.4,69.4,1.84,2,17,47,5,0,-13
