Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Jon Rahm,315.4,70.7,84.9,1.533,1,23,27,2,0,-27
,2,Davis Thompson,316.3,77.8,79.3,1.543,5,17,33,3,0,-26
,T3,Xander Schauffele,309.9,66.7,75.5,1.676,3,13,30,3,0,-25
,T3,Chris Kirk,305.5,69.1,79.6,1.581,1,18,32,3,0,-25
,5,Taylor Montgomery,309.6,73.9,84.8,1.52,3,21,30,5,0,-24
,T6,Erik van Rooyen,309.0,67.4,72.9,1.535,1,20,34,3,1,-23
,T6,Matti Schmid,333.2,77.8,77.2,1.636,1,21,29,5,1,-23
,T6,Robby Shelton,303.3,67.4,83.6,1.587,0,21,32,1,1,-23
,T6,Tom Kim,299.6,75.6,83.9,1.617,1,20,32,3,0,-23
,T6,J.T. Poston,299.0,71.4,77.8,1.5,0,17,15,4,0,-23
,T11,Garrick Higgo,308.3,63.6,75.0,1.81,0,10,14,4,0,-22
,T11,Scottie Scheffler,322.2,79.6,77.4,1.667,0,20,40,2,0,-22
,T11,Patton Kizzire,318.3,66.7,81.5,1.523,0,22,27,5,0,-22
,T11,Sam Burns,308.4,75.6,79.0,1.6,1,19,34,3,0,-22
,T11,Christiaan Bezuidenhout,291.5,71.4,74.1,1.55,0,21,31,2,0,-22
,T16,Danny Lee,294.2,59.1,80.4,1.6,0,18,35,3,0,-21
,T16,Tony Finau,307.9,62.5,79.0,1.592,0,23,34,5,0,-21
,T18,Adam Hadwin,274.0,66.7,74.1,1.625,0,18,33,3,0,-20
,T18,Jason Day,302.7,72.2,81.2,1.607,1,23,41,3,1,-20
,T18,Sungjae Im,303.5,77.1,74.2,1.63,1,20,38,3,0,-20
,T18,Harry Higgs,303.8,56.3,78.7,1.458,0,29,26,4,2,-20
,T22,Alex Smalley,311.9,67.9,82.9,1.69,1,9,23,2,0,-19
,T22,Harrison Endycott,294.6,64.4,71.9,1.634,0,17,37,3,0,-19
,T22,Si Woo Kim,296.7,71.4,72.2,1.538,0,19,31,2,2,-19
,T22,Keith Mitchell,307.8,68.8,78.7,1.604,0,22,35,3,1,-19
,T26,Tano Goya,307.6,57.1,70.6,1.583,0,6,11,0,0,-18
,T26,Matthias Schwab,294.7,69.1,69.8,1.73,1,11,38,3,0,-18
,T26,Patrick Cantlay,305.4,59.5,70.4,1.737,0,14,37,3,0,-18
,T26,Justin Rose,299.9,69.1,64.2,1.529,1,20,23,8,1,-18
,T26,Cameron Young,319.9,67.9,73.5,1.6,0,25,37,5,1,-18
,T26,Thomas Detry,317.7,59.6,78.8,1.577,0,24,38,2,2,-18
,T32,Brendan Steele,305.0,73.8,75.9,1.707,1,16,30,7,0,-17
,T32,Tom Hoge,307.2,64.3,72.2,1.808,2,6,25,3,0,-17
,T32,Ben Griffin,301.8,58.7,74.6,1.682,1,16,38,3,1,-17
